age,annual_income_inr,bank_balance_inr,education_level,purpose_of_visit,prior_approvals,english_level,legal_charges,visa_approved
41,1903100,930600,bachelors,travel,0,basic,no,1
52,242700,42500,high_school,travel,0,basic,no,0
34,621700,465300,bachelors,business,0,good,no,1
59,678400,420800,bachelors,business,2,fluent,no,1
42,728200,223300,masters,business,0,fluent,no,1
29,541500,325600,bachelors,business,0,fluent,no,1
30,577100,275700,bachelors,business,0,good,no,1
61,964500,742400,masters,medical,3,fluent,no,1
34,1065000,945500,masters,travel,0,good,no,1
37,1278100,311100,bachelors,education,8,basic,no,1
57,533000,275900,high_school,education,1,fluent,no,1
38,1999000,686700,phd,education,1,basic,no,1
42,702400,500300,masters,travel,2,good,no,1
33,279100,49100,high_school,medical,2,fluent,no,0
39,639800,357300,bachelors,education,1,good,no,1
61,975600,773500,bachelors,education,2,good,yes,0
51,867400,383400,high_school,medical,1,basic,no,0
80,1206400,939100,high_school,travel,1,basic,no,0
66,1267800,329800,phd,travel,0,fluent,no,1
19,1144700,960100,bachelors,medical,4,basic,no,1
41,1147200,853000,high_school,travel,3,basic,no,1
36,633600,280900,masters,education,3,good,no,1
55,673900,167100,bachelors,business,8,fluent,no,1
34,3472800,1876400,bachelors,business,2,fluent,no,1
78,1211600,791000,bachelors,travel,7,good,yes,0
36,715600,176500,high_school,business,1,fluent,no,1
50,883400,750800,high_school,medical,2,basic,no,0
25,518400,374300,phd,business,3,fluent,no,1
75,530000,457800,bachelors,education,0,basic,no,0
75,557400,208700,masters,business,0,good,yes,0
68,680300,323200,high_school,medical,2,basic,no,0
40,794000,262100,masters,travel,0,fluent,no,1
21,797300,283300,bachelors,business,0,fluent,no,1
62,819700,212300,masters,business,5,fluent,no,1
45,309300,75400,bachelors,travel,2,basic,no,0
80,1230800,803800,bachelors,medical,0,basic,no,0
61,205000,54900,high_school,medical,0,good,no,0
51,362100,90600,high_school,travel,7,basic,no,1
80,471800,259900,masters,travel,8,basic,no,1
68,333100,225800,high_school,business,3,fluent,no,1
46,603800,442900,high_school,travel,0,good,no,0
19,2131700,1247400,phd,travel,1,fluent,no,1
23,320600,96600,bachelors,business,1,good,no,1
45,556800,322900,bachelors,travel,5,basic,no,1
53,371700,230200,masters,medical,2,good,no,1
19,697200,239500,masters,business,5,good,no,1
25,562200,145300,high_school,business,1,fluent,no,1
62,1153600,973900,bachelors,business,6,fluent,yes,0
65,235900,52400,bachelors,business,1,good,no,1
19,1024000,366500,bachelors,business,1,good,no,1
49,569700,184300,masters,travel,2,fluent,no,1
23,553600,453400,phd,business,3,fluent,no,1
63,560800,295200,high_school,education,7,good,no,1
70,762900,661800,high_school,medical,2,good,no,0
72,920400,709800,masters,medical,8,good,no,1
55,414700,297000,bachelors,education,1,basic,no,0
57,920100,260000,masters,business,1,fluent,no,1
76,362600,148000,high_school,business,0,fluent,no,0
56,753300,576400,high_school,business,0,basic,no,1
46,1757200,1559800,masters,medical,6,basic,no,1
65,1885000,1523900,phd,medical,0,good,no,1
55,534500,460400,high_school,travel,1,good,no,0
71,1803500,1138700,masters,travel,0,good,no,1
51,431500,221000,bachelors,travel,4,good,no,1
72,1440600,772200,high_school,business,8,fluent,no,1
20,430100,212400,bachelors,medical,5,good,no,1
20,247700,65900,bachelors,business,1,basic,no,0
24,2061200,781900,masters,travel,2,basic,no,1
53,511900,111500,bachelors,travel,0,good,no,0
62,806700,174600,bachelors,business,7,fluent,no,1
31,306500,117700,high_school,travel,0,good,yes,0
27,3568900,2318300,masters,medical,8,basic,no,1
72,2943600,1796400,phd,business,5,fluent,no,1
65,1771000,1008800,bachelors,travel,4,good,no,1
58,794200,565200,bachelors,travel,5,good,yes,0
48,1853400,865600,phd,business,1,basic,yes,0
44,524800,252700,high_school,business,0,fluent,no,1
19,1803100,971000,masters,business,1,fluent,yes,0
29,603600,120700,bachelors,business,0,fluent,no,1
74,2325300,1363300,masters,travel,4,basic,no,1
39,587100,418400,bachelors,education,2,good,no,1
62,625000,217300,bachelors,education,7,basic,no,1
62,585300,463000,bachelors,medical,6,fluent,no,1
37,600700,210000,high_school,travel,0,basic,no,0
30,436500,233500,high_school,education,0,good,no,0
61,1412900,1138600,phd,education,1,fluent,no,1
23,414800,291900,high_school,business,0,good,no,1
49,834800,485900,high_school,travel,4,good,no,1
73,1743800,1076000,bachelors,travel,4,basic,no,1
62,789500,182900,bachelors,education,4,good,no,1
66,2562700,1728500,bachelors,travel,2,fluent,no,1
23,1004600,611700,high_school,business,6,good,no,1
30,3152800,672800,masters,medical,3,fluent,no,1
35,940500,228800,masters,business,10,basic,no,1
36,216700,190300,high_school,medical,5,basic,no,0
30,659600,187100,masters,education,4,fluent,no,1
79,542600,445900,bachelors,education,0,fluent,no,0
28,447900,159800,bachelors,education,6,good,no,1
62,323000,144400,phd,business,1,fluent,no,1
54,1708900,968300,masters,travel,1,fluent,no,1
56,272000,168500,bachelors,education,2,fluent,yes,0
31,1260900,659900,bachelors,education,1,good,no,1
37,2516900,1035300,bachelors,business,0,good,no,1
56,493100,258400,bachelors,business,0,basic,no,1
36,1203700,813100,masters,travel,5,good,no,1
61,434000,194200,high_school,travel,3,good,no,0
20,1703200,952000,phd,travel,8,basic,no,1
22,504300,219100,masters,education,6,good,no,1
63,502600,199800,high_school,education,1,good,no,0
56,1802100,674200,masters,education,5,good,no,1
20,946900,301100,masters,business,3,good,no,1
74,308900,222600,bachelors,travel,0,good,no,0
18,1497600,1329800,bachelors,travel,9,basic,no,1
78,476900,81900,masters,business,7,fluent,no,1
63,1128600,335200,phd,business,0,fluent,no,1
80,1042300,910100,bachelors,travel,6,basic,no,1
77,1038900,422100,masters,business,0,good,no,1
37,3927000,1734700,masters,travel,7,good,no,1
65,1618100,1047300,phd,business,3,fluent,no,1
31,483500,200400,high_school,business,0,fluent,no,1
47,1053800,547500,bachelors,business,5,fluent,no,1
33,1091700,901200,masters,travel,2,good,no,1
48,553700,317600,high_school,travel,0,basic,no,0
72,865100,562500,bachelors,travel,5,basic,no,1
45,595800,186400,bachelors,business,5,basic,no,1
23,850500,294300,bachelors,medical,2,good,no,0
38,736600,603000,masters,travel,4,good,no,1
67,190400,159600,high_school,education,0,fluent,no,0
50,1821000,1375300,masters,travel,1,basic,no,1
53,554300,133900,bachelors,education,4,good,no,1
45,1051300,803100,masters,medical,0,basic,no,0
36,497900,81900,bachelors,travel,2,good,no,1
55,361600,216000,high_school,education,8,fluent,no,1
57,610300,400600,phd,business,6,basic,no,1
74,1638600,769800,masters,education,2,good,no,1
56,1455400,741400,bachelors,travel,3,good,no,1
80,767400,542100,bachelors,business,7,fluent,no,1
70,563200,462500,bachelors,medical,6,basic,no,1
22,425900,124400,phd,medical,0,fluent,no,0
42,1171700,297500,bachelors,business,2,fluent,no,1
42,744900,463700,phd,medical,0,fluent,no,1
18,409200,132200,bachelors,travel,0,basic,no,0
29,988400,292200,masters,travel,0,good,no,1
66,629500,190500,bachelors,medical,3,basic,no,0
40,234500,69800,high_school,travel,5,fluent,no,1
27,505700,256800,phd,travel,7,good,no,1
36,650200,567800,high_school,education,1,basic,no,0
35,753500,581000,phd,business,1,good,no,1
28,715400,398800,high_school,travel,0,fluent,no,0
24,820000,172900,bachelors,travel,0,fluent,no,1
66,1922800,1258900,phd,education,0,good,no,1
69,615400,300500,masters,business,9,good,no,1
49,614200,450700,high_school,business,0,fluent,no,1
56,1074700,559300,bachelors,education,5,fluent,no,1
75,382900,249300,high_school,business,1,fluent,no,0
71,1808000,542500,masters,travel,2,good,no,1
20,216100,167500,high_school,education,6,good,no,0
78,478500,351500,bachelors,education,8,fluent,no,1
22,211700,91100,high_school,business,0,good,no,0
19,648900,566300,masters,medical,7,basic,no,1
43,992600,268300,phd,education,0,basic,no,1
64,1536600,253600,masters,travel,5,good,no,1
23,694600,501700,bachelors,education,0,fluent,no,1
36,389500,233900,high_school,education,2,basic,no,0
34,230500,53800,high_school,travel,4,good,no,0
43,498800,134500,masters,travel,6,basic,no,1
80,640900,159000,high_school,education,6,fluent,no,0
38,1228500,338000,bachelors,medical,0,fluent,no,1
31,600700,298000,bachelors,travel,6,good,no,1
25,2103700,396000,phd,education,1,fluent,no,1
30,448700,242100,bachelors,education,0,basic,no,0
26,610300,368600,bachelors,medical,0,fluent,no,0
54,913300,635200,phd,medical,0,good,no,1
44,2506300,2154200,phd,business,0,basic,yes,0
49,814200,172500,bachelors,business,4,fluent,no,1
70,361700,63800,masters,travel,0,basic,no,0
54,1276800,324800,bachelors,travel,3,good,no,1
27,2088000,841400,bachelors,travel,0,basic,no,1
41,471000,256200,high_school,education,4,fluent,no,1
37,593900,91000,masters,medical,0,basic,no,0
70,1564600,1047200,masters,travel,1,basic,no,1
37,1591800,1381100,high_school,education,3,good,no,1
26,861800,290700,high_school,business,8,fluent,yes,0
64,398400,62400,masters,travel,10,basic,yes,0
44,818400,585100,high_school,business,1,fluent,no,1
24,1214800,883800,masters,travel,8,good,no,1
61,575400,105100,masters,travel,3,fluent,no,1
31,1537000,942200,bachelors,education,7,good,no,1
72,962800,319800,bachelors,travel,0,good,no,0
70,1559200,974000,bachelors,travel,0,fluent,no,1
41,422000,293200,bachelors,business,0,good,no,1
53,942000,298700,bachelors,business,5,good,no,1
53,594500,205400,masters,medical,0,fluent,no,1
59,1114600,678400,masters,medical,0,basic,no,0
22,1217700,714400,high_school,travel,3,good,no,1
38,443900,361600,masters,business,8,good,no,1
28,356300,189800,bachelors,travel,2,fluent,no,1
61,1645100,1233500,masters,education,4,fluent,no,1
22,536200,374800,high_school,travel,0,good,no,0
50,1440700,935400,bachelors,business,7,fluent,no,1
63,485300,142600,bachelors,travel,0,good,no,0
77,778100,278000,bachelors,business,0,basic,no,0
36,1577900,907400,phd,travel,2,basic,no,1
18,606600,121000,high_school,business,0,basic,no,0
63,202000,37100,high_school,education,3,basic,no,0
18,3572900,669400,bachelors,travel,4,good,no,1
22,850200,715000,bachelors,business,0,basic,no,1
80,361900,241300,bachelors,travel,0,basic,no,0
72,899200,699200,bachelors,travel,0,good,yes,0
62,684200,597000,high_school,education,0,good,no,0
70,1680200,1135400,masters,medical,7,basic,no,1
22,1259700,675800,bachelors,business,3,basic,no,1
23,480400,244700,high_school,medical,0,basic,no,0
36,293400,208200,bachelors,education,0,good,no,0
19,1392900,1115600,phd,education,5,fluent,no,1
73,394100,304300,masters,travel,5,fluent,no,1
21,1054300,547900,high_school,travel,7,fluent,no,1
52,650000,474600,masters,business,0,fluent,no,1
71,766200,388800,high_school,medical,2,fluent,no,0
64,376700,165100,high_school,travel,0,good,no,0
32,742000,277000,masters,travel,5,good,no,1
47,626100,119500,masters,travel,1,good,no,1
52,801200,241100,high_school,business,4,good,no,1
66,691100,482000,masters,business,0,good,no,1
44,1484300,413800,masters,travel,5,basic,no,1
35,701100,579000,masters,travel,0,fluent,no,1
68,856400,178900,masters,education,6,basic,no,1
73,771500,145300,bachelors,education,0,fluent,no,0
48,1176100,600800,phd,travel,5,fluent,no,1
19,325000,103000,high_school,education,0,good,no,0
49,1114100,253100,bachelors,business,3,basic,no,1
74,651600,127000,bachelors,education,5,good,no,1
80,1311800,715600,masters,education,1,good,no,0
43,535600,184600,high_school,business,0,fluent,no,1
27,1044500,592000,bachelors,business,1,fluent,no,1
54,775700,202600,masters,business,0,fluent,yes,0
70,490000,82500,bachelors,business,3,fluent,no,1
77,683400,116500,high_school,travel,0,good,no,0
21,576600,135200,bachelors,business,0,fluent,no,1
36,2169700,1620800,masters,education,0,basic,no,1
48,785200,381900,bachelors,business,0,good,no,1
24,355400,219600,bachelors,business,0,basic,no,1
73,548200,442000,bachelors,travel,4,good,no,1
25,623800,193000,phd,business,0,fluent,no,1
59,1754800,1410000,masters,medical,7,good,no,1
75,826900,586500,high_school,travel,5,good,no,0
61,940500,655300,masters,business,1,fluent,no,1
66,1140900,916200,masters,business,6,good,no,1
34,926900,226500,masters,travel,3,basic,no,1
70,1214300,674400,bachelors,travel,3,fluent,no,1
44,719200,368700,high_school,education,1,fluent,yes,0
21,1429400,926300,masters,travel,3,good,no,1
41,680800,223600,bachelors,travel,0,basic,no,0
40,534500,131200,bachelors,travel,2,fluent,no,1
50,779000,685600,high_school,education,0,fluent,no,1
34,1268400,633300,high_school,travel,1,good,no,1
47,1389900,450300,bachelors,business,3,good,no,1
44,1289700,317900,high_school,education,0,good,no,1
38,1063300,632900,masters,education,0,fluent,no,1
61,570500,148800,masters,travel,5,fluent,no,1
37,465900,133800,bachelors,medical,0,good,no,0
66,1154000,997200,high_school,medical,0,good,no,0
33,194100,33400,high_school,business,1,fluent,no,1
72,1730800,502100,bachelors,education,8,good,no,1
40,630700,412100,masters,travel,4,good,no,1
20,2178900,681300,bachelors,travel,3,basic,no,1
27,935600,268000,masters,travel,6,basic,no,1
68,1608100,912400,phd,medical,3,good,no,1
72,2006200,1348100,high_school,travel,5,basic,yes,0
31,811100,383600,masters,travel,3,basic,yes,0
55,625100,460100,bachelors,business,6,fluent,no,1
54,516200,393000,bachelors,travel,3,good,no,1
26,436000,269100,bachelors,medical,0,basic,no,0
46,631000,368100,bachelors,education,0,good,no,1
61,716900,546400,masters,business,0,fluent,no,1
78,380300,61300,bachelors,medical,2,good,no,0
71,673800,359100,bachelors,education,9,good,no,1
24,692000,170600,high_school,travel,5,good,no,1
32,462200,146100,bachelors,business,5,good,no,1
45,889500,766500,masters,travel,3,good,no,1
27,1639700,250500,bachelors,business,7,basic,no,1
53,247500,94100,high_school,travel,4,good,no,1
18,2188900,581700,bachelors,travel,0,basic,no,0
25,671400,387900,masters,medical,2,basic,no,0
20,1086300,850800,masters,travel,1,basic,no,1
36,1092000,483900,high_school,medical,0,fluent,no,0
66,1808200,1406600,bachelors,medical,0,basic,no,0
29,979600,470400,bachelors,business,0,good,no,1
80,663800,552100,masters,business,0,basic,no,1
34,351300,275800,high_school,education,0,fluent,no,0
20,551400,156700,bachelors,education,7,good,no,1
39,3054800,2486000,phd,travel,1,fluent,no,1
65,612800,180400,bachelors,education,6,fluent,no,1
24,903900,468000,bachelors,travel,0,good,no,0
22,304300,90400,high_school,education,9,fluent,no,1
71,286100,125800,high_school,education,5,basic,no,0
55,1096500,975000,phd,business,7,fluent,no,1
39,904000,654400,phd,business,2,fluent,no,1
65,470500,266100,high_school,business,3,good,no,1
71,479100,408000,phd,medical,1,good,no,0
40,519000,217900,high_school,medical,1,basic,no,0
53,1773700,496500,bachelors,education,5,good,no,1
18,608400,469500,masters,business,0,fluent,no,1
37,1239300,197200,bachelors,travel,0,fluent,no,1
55,112500,84800,bachelors,business,6,good,no,1
30,486600,81000,bachelors,travel,0,good,no,0
80,189000,68700,high_school,business,4,fluent,no,0
79,2133000,888700,phd,education,0,good,no,1
34,876200,340800,high_school,business,1,fluent,no,1
42,305900,101700,high_school,travel,0,good,no,0
29,1267100,292900,phd,medical,2,good,no,1
49,1465100,223300,bachelors,education,6,fluent,no,1
25,1595900,1166700,bachelors,business,6,basic,no,1
42,605200,298200,bachelors,medical,0,basic,no,0
52,160400,43500,high_school,travel,1,basic,no,0
56,461500,97700,bachelors,travel,6,basic,no,1
55,1153000,413700,bachelors,education,0,good,no,1
31,2399700,997700,bachelors,medical,0,fluent,no,1
67,734200,364200,bachelors,travel,2,good,no,1
61,696600,157300,masters,travel,5,good,no,1
65,4044200,3578900,phd,travel,1,good,no,1
47,945600,332400,bachelors,business,0,good,no,1
74,550100,264600,phd,education,8,fluent,no,1
42,911100,621200,masters,business,8,fluent,no,1
68,1873100,716700,phd,travel,3,good,yes,0
30,935700,198200,masters,travel,4,fluent,no,1
33,836400,361700,high_school,business,8,good,no,1
51,223500,126200,high_school,travel,3,basic,no,0
53,491100,383700,phd,travel,5,good,no,1
65,505000,215100,bachelors,travel,2,good,no,1
36,832800,680500,masters,business,0,good,no,1
72,1168800,654000,masters,medical,6,fluent,no,1
38,767000,527800,high_school,medical,4,good,no,1
51,2936800,507000,bachelors,travel,0,good,no,1
76,720000,591700,phd,travel,3,fluent,no,1
51,454700,141000,high_school,business,5,good,no,1
60,658000,259500,masters,business,0,good,yes,0
75,1956800,1062000,phd,travel,5,basic,no,1
79,1008200,877000,high_school,medical,0,basic,no,0
49,591400,242000,bachelors,education,3,good,no,1
44,2356400,743200,bachelors,travel,10,basic,no,1
30,658600,573300,masters,medical,6,good,no,1
51,1333000,1008200,bachelors,travel,6,basic,no,1
75,1202600,778800,high_school,business,4,good,no,1
48,255500,116800,high_school,travel,2,good,no,0
39,1039400,483700,bachelors,business,4,good,no,1
24,169000,145800,bachelors,medical,1,good,no,0
42,850300,171500,high_school,travel,2,good,no,1
32,530700,381100,masters,education,2,good,no,1
79,738300,443600,high_school,travel,2,basic,no,0
51,1473300,1291100,masters,medical,1,good,no,1
26,2001100,1138200,phd,travel,1,basic,no,1
22,1234400,444900,bachelors,travel,1,good,no,1
71,780100,573300,bachelors,business,0,fluent,no,1
76,438300,389700,high_school,medical,1,good,no,0
66,726200,603200,bachelors,travel,0,good,no,0
